IDs,Longitude,Latitude,Accident_Severity
725,-0.08497,51.51061,3
727,-0.089037,51.513285,3
729,-0.075843,51.504886,2
730,-0.080351,51.517639,3
734,-0.10453,51.511558,3
736,-0.093835,51.512284,3
743,-0.0799,51.518081,3
745,-0.074104,51.508544,2
746,-0.104429,51.513984,2
747,-0.079585,51.518706,3
751,-0.103836,51.510917,3
753,-0.104411,51.514433,3
756,-0.080199,51.517817,3
763,-0.107741,51.517545,3
764,-0.104697,51.511021,3
765,-0.089444,51.517338,3
767,-0.076946,51.50949,3
768,-0.109597,51.51101,2
770,-0.107737,51.517635,3
771,-0.092322,51.51055,3
772,-0.086411,51.514051,3
774,-0.086694,51.510729,3
776,-0.087885,51.513266,3
779,-0.073107,51.511675,3
782,-0.081529,51.513612,3
786,-0.098895,51.511916,2
787,-0.102561,51.513864,3
788,-0.109182,51.514061,3
790,-0.103994,51.514067,3
791,-0.081859,51.516045,3
800,-0.076048,51.513702,3
802,-0.086703,51.513966,3
804,-0.093835,51.512284,2
806,-0.10417,51.516768,3
807,-0.09913,51.513179,3
810,-0.097405,51.519985,3
812,-0.09392,51.517141,3
814,-0.088875,51.517149,3
817,-0.104282,51.514072,3
818,-0.107437,51.510975,2
823,-0.090598,51.520774,3
826,-0.078751,51.514555,3
827,-0.096783,51.517637,2
828,-0.085834,51.510625,3
830,-0.082788,51.517949,3
831,-0.086319,51.509373,3
832,-0.086411,51.514051,3
834,-0.086747,51.50947,3
836,-0.107305,51.517628,3
838,-0.088173,51.513271,3
839,-0.080711,51.515936,3
842,-0.08431,51.509161,2
847,-0.077136,51.515248,3
848,-0.104353,51.512364,3
849,-0.105276,51.51094,2
852,-0.084129,51.513474,3
853,-0.11107,51.513732,3
858,-0.081149,51.508929,3
859,-0.097409,51.519896,3
860,-0.080502,51.517462,3
861,-0.074112,51.508364,3
862,-0.093035,51.510742,3
863,-0.088893,51.513282,3
864,-0.104426,51.514074,3
868,-0.092322,51.51055,2
869,-0.078945,51.520224,3
871,-0.098754,51.511824,3
875,-0.10456,51.510839,3
880,-0.089037,51.513285,3
881,-0.10084,51.513656,3
883,-0.105288,51.517595,3
885,-0.090532,51.518885,3
886,-0.080203,51.517727,3
887,-0.101601,51.519604,2
889,-0.087781,51.519199,3
892,-0.089613,51.513294,3
893,-0.10917,51.517838,3
894,-0.086975,51.510913,3
896,-0.08669,51.510818,2
898,-0.081536,51.513432,3
899,-0.080547,51.509549,3
900,-0.109597,51.51101,3
903,-0.094998,51.512033,2
905,-0.102806,51.518364,3
910,-0.086713,51.510279,3
912,-0.086866,51.516936,3
913,-0.085209,51.511783,3
914,-0.102203,51.51206,3
917,-0.110459,51.518038,3
920,-0.087547,51.511012,3
922,-0.087834,51.5076,3
925,-0.089037,51.513285,3
928,-0.088171,51.506436,2
930,-0.108021,51.517729,3
936,-0.079604,51.518256,3
941,-0.093148,51.518388,3
946,-0.094548,51.512475,3
948,-0.081863,51.515955,3
950,-0.096837,51.512872,2
951,-0.085722,51.516738,3
953,-0.104308,51.513443,3
957,-0.077511,51.513186,3
966,-0.088875,51.517149,2
967,-0.086459,51.509466,3
971,-0.083724,51.516256,3
972,-0.091121,51.5117,3
977,-0.104426,51.514074,3
980,-0.079539,51.509532,3
982,-0.109474,51.513976,2
986,-0.085402,51.510618,3
988,-0.084136,51.513295,3
989,-0.09691,51.514582,3
994,-0.141495,51.516916,3
995,-0.127093,51.506075,3
996,-0.130856,51.505685,2
1001,-0.132622,51.511829,3
1003,-0.118312,51.512859,2
1005,-0.194002,51.523131,3
1007,-0.196284,51.527393,3
1008,-0.165518,51.514506,3
1009,-0.180527,51.535693,3
1010,-0.135953,51.497313,3
1011,-0.126964,51.505713,3
1013,-0.197501,51.525793,3
1021,-0.201539,51.522078,3
1023,-0.158425,51.511697,3
1024,-0.1366,51.513241,3
1027,-0.145515,51.520846,3
1030,-0.196022,51.523073,3
1032,-0.169017,51.524273,3
1033,-0.12726,51.512552,3
1035,-0.152631,51.49461,3
1037,-0.134284,51.509967,2
1039,-0.165903,51.519278,3
1040,-0.203443,51.524985,3
1045,-0.143904,51.510839,3
1047,-0.166078,51.53286,3
1048,-0.176175,51.52915,3
1052,-0.17529,51.511601,3
1053,-0.138159,51.492672,3
1056,-0.129821,51.499284,3
1057,-0.145134,51.519581,3
1060,-0.201577,51.524777,2
1061,-0.192211,51.521036,3
1068,-0.19774,51.523369,3
1069,-0.12877,51.507361,3
1070,-0.157294,51.51114,3
1073,-0.164941,51.521691,3
1074,-0.149943,51.500503,3
1076,-0.115384,51.510474,3
1077,-0.157945,51.502157,3
1078,-0.140226,51.502057,3
1080,-0.171106,51.522507,3
1085,-0.139106,51.508335,2
1088,-0.141598,51.507295,3
1089,-0.157926,51.516905,3
1099,-0.156005,51.489537,3
1103,-0.143765,51.514254,3
1106,-0.137258,51.51478,3
1109,-0.160706,51.501571,3
1110,-0.150842,51.503215,2
1116,-0.177631,51.514335,3
1118,-0.120417,51.510734,2
1119,-0.15176,51.50188,3
1120,-0.191371,51.520393,3
1126,-0.176652,51.513601,3
1128,-0.145211,51.496381,3
1129,-0.169644,51.519427,3
1130,-0.12733,51.507338,3
1131,-0.119944,51.511716,3
1134,-0.122175,51.510043,3
1137,-0.21602,51.527785,3
1139,-0.16164,51.514176,3
1140,-0.123467,51.506647,3
1141,-0.154017,51.513786,3
1142,-0.1273,51.508057,3
1144,-0.191406,51.534062,3
1145,-0.162773,51.51824,3
1146,-0.153146,51.503251,3
1147,-0.137093,51.518824,2
1149,-0.124187,51.506658,3
1153,-0.14757,51.516382,3
1155,-0.159466,51.521605,3
1156,-0.173429,51.522093,3
1158,-0.151554,51.514107,3
1163,-0.147315,51.515569,3
1164,-0.189357,51.53484,3
1165,-0.147963,51.492468,3
1167,-0.188601,51.517563,3
1177,-0.191224,51.520481,3
1178,-0.147302,51.519435,2
1181,-0.12733,51.507338,3
1182,-0.19403,51.522412,3
1185,-0.165966,51.528452,3
1187,-0.147457,51.519168,3
1192,-0.154399,51.511454,3
1199,-0.136276,51.503523,3
1201,-0.11528,51.51299,2
1202,-0.156332,51.513553,3
1203,-0.128853,51.494772,3
1204,-0.167367,51.529463,3
1207,-0.171477,51.527638,3
1208,-0.16499,51.527627,2
1212,-0.138908,51.513187,3
1215,-0.136128,51.503611,3
1217,-0.161985,51.516339,3
1220,-0.138521,51.515609,3
1224,-0.157864,51.52203,3
1228,-0.134118,51.510503,3
1229,-0.126314,51.500487,3
1230,-0.148877,51.523237,3
1233,-0.15303,51.523932,3
1235,-0.13867,51.508418,2
1247,-0.126885,51.490065,3
1250,-0.142863,51.511631,3
1253,-0.171251,51.522509,3
1254,-0.117573,51.513297,3
1259,-0.157226,51.498549,3
1260,-0.126381,51.509391,3
1262,-0.17645,51.515036,3
1263,-0.165647,51.514868,3
1265,-0.145909,51.496932,3
1269,-0.13414,51.509964,3
1272,-0.171647,51.519817,3
1274,-0.150521,51.486213,3
1279,-0.158367,51.523836,3
1281,-0.125472,51.506948,3
1289,-0.152886,51.52393,3
1291,-0.137797,51.515688,3
1292,-0.148447,51.512529,2
1299,-0.157102,51.515903,3
1301,-0.155677,51.522625,3
1302,-0.143535,51.519915,3
1304,-0.194902,51.514962,3
1307,-0.13766,51.515506,3
1308,-0.147963,51.492468,3
1309,-0.134284,51.509967,2
1310,-0.137355,51.505339,3
1314,-0.15644,51.514454,3
1315,-0.151908,51.519598,3
1316,-0.140788,51.513037,3
1318,-0.141898,51.510537,3
1322,-0.160338,51.521439,3
1323,-0.136929,51.515764,3
1326,-0.125472,51.506948,3
1331,-0.144606,51.497091,3
1332,-0.127484,51.500056,3
1334,-0.140404,51.515369,3
1338,-0.175389,51.523563,3
1345,-0.138142,51.496629,3
1347,-0.141977,51.512157,3
1348,-0.163833,51.534893,2
1350,-0.116137,51.513184,2
1356,-0.128475,51.511043,3
1358,-0.140575,51.507638,3
1362,-0.119468,51.50928,3
1363,-0.191788,51.509878,3
1366,-0.154272,51.514599,3
1368,-0.189638,51.535024,3
1371,-0.140442,51.496755,3
1373,-0.162716,51.533976,3
1377,-0.164191,51.522399,3
1383,-0.149943,51.500503,3
1385,-0.147668,51.492643,3
1387,-0.150122,51.503203,2
1388,-0.117728,51.513029,3
1390,-0.154738,51.499499,3
1391,-0.135,51.510068,2
1392,-0.118733,51.509628,3
1396,-0.127359,51.506619,3
1400,-0.143237,51.523688,3
1404,-0.194733,51.522873,3
1405,-0.130176,51.501178,3
1407,-0.159229,51.520343,3
1415,-0.174663,51.502059,3
1417,-0.193726,51.526454,3
1420,-0.151126,51.503309,3
1422,-0.159371,51.513241,3
1427,-0.14675,51.493977,3
1428,-0.139427,51.496919,3
1431,-0.138017,51.510296,3
1433,-0.132829,51.51381,2
1435,-0.150469,51.523082,3
1439,-0.151789,51.494057,3
1440,-0.124283,51.500814,3
1441,-0.173566,51.522275,3
1442,-0.16503,51.501549,3
1447,-0.14992,51.518847,3
1449,-0.125369,51.495436,3
1452,-0.138945,51.512289,3
1457,-0.125823,51.498411,3
1458,-0.163163,51.533624,3
1460,-0.142674,51.502096,3
1462,-0.139435,51.500246,3
1463,-0.114571,51.512709,3
1469,-0.186346,51.516269,2
1471,-0.14214,51.515217,3
1473,-0.135893,51.509363,3
1485,-0.184486,51.523164,3
1492,-0.163029,51.519053,3
1497,-0.201454,51.524235,3
1498,-0.170948,51.512073,3
1500,-0.15617,51.514,3
1504,-0.146191,51.521936,3
1507,-0.132726,51.516327,3
1510,-0.155249,51.522528,3
1513,-0.126617,51.500132,3
1518,-0.152631,51.49461,2
1519,-0.149571,51.495461,3
1523,-0.132813,51.507155,3
1527,-0.140735,51.500177,2
1528,-0.170487,51.519979,3
1531,-0.147211,51.514578,3
1533,-0.180258,51.520761,3
1536,-0.200451,51.520443,3
1537,-0.125498,51.492291,3
1542,-0.125365,51.495526,3
1543,-0.180144,51.527234,3
1558,-0.165051,51.529696,3
1559,-0.151049,51.523002,3
1560,-0.1335,51.507976,3
1562,-0.204009,51.525263,3
1564,-0.144304,51.497446,3
1568,-0.127473,51.500326,3
1569,-0.130543,51.513324,3
1571,-0.168128,51.521291,3
1575,-0.182028,51.516112,3
1576,-0.174244,51.534156,3
1578,-0.129247,51.513304,3
1580,-0.126683,51.505529,3
1584,-0.171737,51.521168,3
1585,-0.145532,51.495577,3
1588,-0.149799,51.5005,3
1596,-0.159758,51.52152,3
1597,-0.178849,51.51993,3
1600,-0.161062,51.521361,3
1601,-0.120654,51.50849,3
1602,-0.162362,51.521291,3
1603,-0.156044,51.513548,3
1605,-0.155033,51.499324,2
1608,-0.13411,51.510683,3
1609,-0.151193,51.5159,3
1616,-0.184337,51.530536,3
1619,-0.152333,51.501979,3
1622,-0.145805,51.510149,3
1624,-0.16784,51.514093,3
1629,-0.183824,51.510834,3
1631,-0.139327,51.50645,3
1634,-0.134284,51.509967,3
1637,-0.171301,51.535639,2
1638,-0.153459,51.502626,3
1639,-0.129601,51.508183,3
1641,-0.128445,51.511762,3
1647,-0.14983,51.503289,3
1648,-0.12658,51.511552,3
1650,-0.135661,51.497399,3
1652,-0.166155,51.516584,3
1653,-0.188532,51.515673,3
1658,-0.123083,51.505471,2
1661,-0.17021,51.519705,3
1663,-0.136153,51.485356,3
1667,-0.150391,51.489449,3
1668,-0.139033,51.510132,3
1669,-0.147067,51.514576,3
1671,-0.163051,51.514917,3
1672,-0.122618,51.506273,3
1673,-0.154013,51.513876,3
1675,-0.126289,51.50813,3
1679,-0.165082,51.514589,3
1680,-0.125405,51.494537,3
1683,-0.170062,51.519793,3
1688,-0.135705,51.49632,3
1690,-0.162716,51.533976,3
1695,-0.157572,51.522115,3
1699,-0.134871,51.509706,3
1704,-0.186099,51.529754,3
1706,-0.140006,51.496838,2
1708,-0.136252,51.511167,3
1713,-0.152857,51.513948,3
1714,-0.148655,51.514511,3
1715,-0.145518,51.520756,3
1717,-0.13215,51.51281,3
1721,-0.140693,51.515374,2
1723,-0.166809,51.529004,3
1727,-0.129535,51.488668,3
1730,-0.15598,51.52227,3
1731,-0.141162,51.507378,3
1732,-0.142178,51.507214,3
1734,-0.189909,51.510029,3
1737,-0.129309,51.508269,2
1739,-0.145327,51.514818,3
1740,-0.157435,51.521933,3
1743,-0.134702,51.485603,2
1746,-0.169132,51.532188,3
1749,-0.163813,51.499552,3
1750,-0.174135,51.511673,3
1751,-0.187642,51.523573,3
1752,-0.130949,51.48932,2
1760,-0.129395,51.488576,3
1766,-0.145789,51.485689,3
1768,-0.191371,51.520393,3
1775,-0.127105,51.509313,3
1777,-0.150269,51.503116,3
1780,-0.172987,51.533147,2
1781,-0.119944,51.511716,3
1783,-0.151842,51.496306,3
1785,-0.143464,51.511012,3
1791,-0.147057,51.532561,2
1794,-0.162763,51.514913,3
1797,-0.115882,51.51237,3
1798,-0.125106,51.494802,3
1799,-0.127636,51.506893,3
1800,-0.138024,51.510116,3
1801,-0.140647,51.512945,3
1806,-0.151066,51.50124,3
1808,-0.151616,51.501878,3
1809,-0.128464,51.511313,3
1811,-0.123408,51.504577,3
1818,-0.168924,51.512221,3
1821,-0.177083,51.531682,3
1823,-0.154387,51.515321,3
1827,-0.133317,51.512469,3
1828,-0.204996,51.525818,3
1830,-0.143188,51.496529,3
1831,-0.122618,51.506273,2
1833,-0.142181,51.507124,3
1837,-0.147985,51.499033,3
1840,-0.151334,51.523096,3
1841,-0.170408,51.507568,3
1842,-0.170649,51.508741,3
1843,-0.129821,51.499284,3
1850,-0.124265,51.501264,3
1855,-0.153267,51.507389,3
1858,-0.142014,51.514766,3
1863,-0.149166,51.523242,3
1864,-0.134849,51.496127,3
1865,-0.145767,51.514645,3
1866,-0.172702,51.515068,2
1867,-0.176048,51.525102,3
1868,-0.170627,51.520071,2
1871,-0.160099,51.513072,3
1872,-0.147203,51.493445,3
1873,-0.123907,51.502967,3
1874,-0.142628,51.506772,3
1878,-0.201606,51.524058,3
1879,-0.147834,51.520523,3
1884,-0.131382,51.517474,3
1885,-0.168203,51.530195,3
1886,-0.135583,51.509897,3
1892,-0.125741,51.496881,3
1893,-0.175111,51.523289,3
1896,-0.188814,51.519454,3
1897,-0.151845,51.514022,3
1900,-0.124571,51.500819,3
1901,-0.138814,51.50842,3
1904,-0.174408,51.512037,3
1907,-0.188801,51.51253,2
1908,-0.16963,51.519786,3
1914,-0.154017,51.513786,3
1915,-0.146636,51.518076,3
1917,-0.133962,51.510771,3
1920,-0.142553,51.494451,3
1924,-0.154937,51.508854,3
1925,-0.131982,51.506333,3
1926,-0.142472,51.496428,3
1927,-0.203018,51.524799,2
1931,-0.154937,51.508854,3
1937,-0.204992,51.525908,3
1938,-0.158237,51.512773,3
1939,-0.132193,51.508225,3
1944,-0.158504,51.513317,3
1945,-0.169083,51.519058,3
1947,-0.177999,51.519557,3
1948,-0.152628,51.501804,3
1949,-0.13941,51.511487,3
1952,-0.124424,51.500906,3
1956,-0.151375,51.518511,3
1957,-0.151593,51.506014,3
1958,-0.15166,51.518605,3
1959,-0.151193,51.523004,3
1960,-0.170919,51.519986,3
1963,-0.146596,51.504856,3
1967,-0.150842,51.503215,3
1971,-0.133818,51.510769,3
1976,-0.180516,51.517887,3
1983,-0.140836,51.494154,3
1985,-0.168185,51.537839,3
1988,-0.208285,51.526498,3
1989,-0.171395,51.526108,3
1991,-0.144703,51.491157,3
1994,-0.14096,51.508814,3
1995,-0.189638,51.535024,3
1998,-0.187506,51.516107,3
1999,-0.172706,51.532963,3
2000,-0.145183,51.514816,3
2002,-0.123619,51.502962,3
2003,-0.165701,51.520714,3
2005,-0.187513,51.515927,3
2008,-0.128957,51.49927,3
2009,-0.148002,51.523493,3
2010,-0.150011,51.502392,3
2011,-0.176095,51.523933,3
2012,-0.132622,51.511829,3
2015,-0.127773,51.507075,3
2024,-0.142214,51.524031,3
2025,-0.155115,51.49375,3
2026,-0.171056,51.502183,3
2027,-0.161405,51.534315,3
2028,-0.130176,51.501178,3
2029,-0.178003,51.519467,2
2030,-0.171369,51.533932,3
2032,-0.163654,51.528595,3
2034,-0.149378,51.500224,3
2038,-0.156184,51.51364,3
2042,-0.148002,51.523493,3
2046,-0.135046,51.516004,3
2054,-0.136265,51.503793,3
2056,-0.147911,51.511531,3
2062,-0.198508,51.518525,3
2063,-0.167689,51.517867,3
2064,-0.147067,51.514576,3
2066,-0.151593,51.506014,3
2067,-0.184471,51.530808,3
2070,-0.125982,51.508575,3
2072,-0.211644,51.529067,3
2073,-0.188821,51.519275,3
2074,-0.146636,51.518076,3
2076,-0.136023,51.509724,3
2078,-0.173844,51.52255,2
2079,-0.164112,51.520779,3
2080,-0.16402,51.515921,3
2083,-0.155267,51.489975,3
2084,-0.131942,51.486188,3
2089,-0.194441,51.522958,3
2091,-0.155752,51.513633,2
2094,-0.159468,51.514411,3
2095,-0.140654,51.502154,3
2099,-0.186187,51.52391,3
2103,-0.15837,51.513045,3
2110,-0.139751,51.506636,3
2116,-0.147626,51.504333,3
2118,-0.194662,51.517386,3
2120,-0.150238,51.493223,3
2121,-0.147203,51.493445,3
2123,-0.174393,51.501605,3
2124,-0.133018,51.516241,3
2125,-0.204992,51.525908,3
2126,-0.130854,51.516297,3
2132,-0.205378,51.53077,3
2134,-0.13263,51.511649,3
2136,-0.153318,51.523937,3
2138,-0.177078,51.524578,3
2139,-0.191649,51.520667,3
2142,-0.161642,51.52128,3
2143,-0.1393,51.514183,3
2144,-0.142284,51.515219,3
2149,-0.144315,51.514892,3
2150,-0.134326,51.515992,3
2152,-0.181981,51.528161,3
2154,-0.134555,51.485691,3
2155,-0.201699,51.529005,3
2157,-0.133766,51.508519,3
2158,-0.154649,51.50885,3
2159,-0.12445,51.514306,3
2160,-0.132457,51.498247,3
2161,-0.170408,51.521956,3
2165,-0.137299,51.50318,2
2170,-0.129978,51.488405,3
2171,-0.154885,51.51371,3
2172,-0.189151,51.532769,3
2175,-0.151202,51.501422,3
2179,-0.12806,51.500065,3
2181,-0.145057,51.496648,3
2182,-0.153169,51.51692,3
2184,-0.154835,51.511371,2
2185,-0.137258,51.51478,3
2189,-0.189619,51.524593,3
2191,-0.143064,51.5173,3
2192,-0.153617,51.495165,3
2194,-0.152386,51.504228,3
2196,-0.15303,51.523932,3
2200,-0.149824,51.485663,3
2202,-0.141757,51.499834,3
2203,-0.151833,51.517888,3
2204,-0.137763,51.512989,3
2206,-0.162674,51.527861,3
2208,-0.129526,51.499459,3
2209,-0.112769,51.510971,2
2210,-0.145769,51.49684,3
2217,-0.201454,51.524235,3
2218,-0.180117,51.520669,2
2219,-0.165885,51.519728,3
2221,-0.167602,51.530815,3
2222,-0.14499,51.519579,3
2223,-0.148108,51.535095,3
2226,-0.182427,51.527809,3
2235,-0.16247,51.522192,3
2236,-0.167476,51.519573,3
2238,-0.18037,51.525169,3
2241,-0.13071,51.516294,3
2242,-0.146158,51.522745,3
2247,-0.191613,51.536134,3
2249,-0.117862,51.509794,3
2250,-0.137353,51.512443,3
2254,-0.184471,51.530808,2
2258,-0.144851,51.51589,3
2260,-0.163714,51.512769,3
2262,-0.116565,51.51328,3
2263,-0.127334,51.507248,3
2264,-0.156197,51.509774,2
2266,-0.128497,51.510504,3
2267,-0.160192,51.514333,3
2268,-0.124099,51.501801,3
2272,-0.148514,51.514419,3
2275,-0.137854,51.521354,3
2279,-0.130143,51.505494,2
2286,-0.150978,51.503397,2
2287,-0.115672,51.510478,3
2293,-0.129543,51.488488,3
2299,-0.126425,51.504805,3
2301,-0.154527,51.515413,3
2305,-0.133991,51.506545,2
2307,-0.135871,51.509902,3
2308,-0.174074,51.527589,3
2310,-0.167364,51.529553,3
2314,-0.180308,51.501427,3
2315,-0.135661,51.497399,3
2321,-0.122618,51.506273,3
2323,-0.118704,51.510347,3
2328,-0.129965,51.499286,3
2331,-0.174966,51.512495,3
2334,-0.175693,51.501535,3
2336,-0.174241,51.534246,3
2340,-0.152047,51.505482,3
2344,-0.179309,51.533695,3
2346,-0.134758,51.515999,3
2351,-0.139713,51.493416,3
2352,-0.180834,51.52077,3
2354,-0.149469,51.490873,3
2358,-0.180402,51.520763,2
2361,-0.15303,51.523932,3
